loss,accuracy,val_loss,val_accuracy
0.5779657959938049,0.7585185170173645,0.3711787462234497,0.8964496850967407
0.5498833060264587,0.7844444513320923,0.3570919334888458,0.9171597361564636
0.5707882642745972,0.7837036848068237,0.35212257504463196,0.9053254723548889
0.5573392510414124,0.7903703451156616,0.35352277755737305,0.9023668766021729
0.5273830890655518,0.8007407188415527,0.34632062911987305,0.9023668766021729
0.528525710105896,0.8014814853668213,0.3419182598590851,0.9023668766021729
0.5161667466163635,0.8088889122009277,0.32609203457832336,0.9171597361564636
0.5313279628753662,0.7799999713897705,0.32031649351119995,0.9112426042556763
0.5202499628067017,0.7911111116409302,0.31526681780815125,0.9260355234146118
0.5047718286514282,0.8081481456756592,0.3121630847454071,0.9171597361564636
0.49041232466697693,0.7948148250579834,0.3051498532295227,0.9112426042556763
0.5032529234886169,0.8074073791503906,0.29555198550224304,0.9112426042556763
0.5045114755630493,0.8125925660133362,0.3001139163970947,0.9201183319091797
0.49369895458221436,0.8081481456756592,0.302106112241745,0.9171597361564636
0.4734615385532379,0.8185185194015503,0.2829148471355438,0.9319526553153992
0.4806290566921234,0.8111110925674438,0.2793577015399933,0.9289940595626831
0.46660536527633667,0.8185185194015503,0.2851768732070923,0.8994082808494568
0.4651506841182709,0.8192592859268188,0.28056812286376953,0.9289940595626831
0.4386847913265228,0.8399999737739563,0.26557695865631104,0.9289940595626831
0.4647371470928192,0.8103703856468201,0.26904672384262085,0.9171597361564636
0.45591458678245544,0.8229629397392273,0.2662562429904938,0.9142012000083923
0.44487616419792175,0.8318518400192261,0.25297069549560547,0.9408283829689026
0.4214724004268646,0.8333333134651184,0.2585449814796448,0.9171597361564636
0.435471773147583,0.8333333134651184,0.24939264357089996,0.9349112510681152
0.41914501786231995,0.8451851606369019,0.24603714048862457,0.9319526553153992
0.42664945125579834,0.8348147869110107,0.2405756264925003,0.9319526553153992
0.4235948920249939,0.8422222137451172,0.24331150949001312,0.9437869787216187
0.44707736372947693,0.8244444727897644,0.23328982293605804,0.9349112510681152
0.4345133602619171,0.821481466293335,0.24160857498645782,0.9378698468208313
0.4105956256389618,0.8437036871910095,0.22883324325084686,0.9349112510681152
0.4054371118545532,0.8496296405792236,0.22986316680908203,0.9378698468208313
0.403547465801239,0.8422222137451172,0.22788873314857483,0.9289940595626831
0.4171599745750427,0.8540740609169006,0.2172866016626358,0.9378698468208313
0.39889147877693176,0.8503703474998474,0.2187616527080536,0.9437869787216187
0.41531816124916077,0.8355555534362793,0.21456922590732574,0.9378698468208313
0.3837234079837799,0.8592592477798462,0.2162732183933258,0.9319526553153992
0.385583758354187,0.8540740609169006,0.21758897602558136,0.9319526553153992
0.38158559799194336,0.8540740609169006,0.2101457118988037,0.9349112510681152
0.3675816059112549,0.8600000143051147,0.20967179536819458,0.9289940595626831
0.370670348405838,0.8585185408592224,0.19664119184017181,0.9408283829689026
0.36861222982406616,0.8622221946716309,0.2015479952096939,0.9378698468208313
0.3899439871311188,0.8659259080886841,0.20723681151866913,0.9319526553153992
0.3470161259174347,0.8762962818145752,0.20176509022712708,0.9349112510681152
0.34814736247062683,0.8718518614768982,0.19622762501239777,0.9349112510681152
0.3602342903614044,0.8622221946716309,0.19625675678253174,0.9437869787216187
0.361838161945343,0.8540740609169006,0.19643571972846985,0.9319526553153992
0.37523019313812256,0.8696296215057373,0.19162851572036743,0.9408283829689026
0.36012768745422363,0.8562963008880615,0.18410810828208923,0.9467455744743347
0.33632662892341614,0.8814814686775208,0.19241617619991302,0.9378698468208313
0.368062824010849,0.8614814877510071,0.19299021363258362,0.9408283829689026
0.3632153868675232,0.8600000143051147,0.19156669080257416,0.9349112510681152
0.3657761514186859,0.8666666746139526,0.18856236338615417,0.9467455744743347
0.3659672141075134,0.8674073815345764,0.18775120377540588,0.9319526553153992
0.3376518189907074,0.8711110949516296,0.18027085065841675,0.9556213021278381
0.359269917011261,0.8474074006080627,0.19484899938106537,0.9378698468208313
0.3284022808074951,0.8785185217857361,0.16790921986103058,0.9585798978805542
0.3167809844017029,0.8903703689575195,0.18081441521644592,0.9526627063751221
0.3398243486881256,0.8711110949516296,0.1736850142478943,0.9497041702270508
0.3460211753845215,0.8755555748939514,0.18950556218624115,0.9349112510681152
0.32539546489715576,0.880740761756897,0.1721263974905014,0.9437869787216187
0.3276093006134033,0.8748148083686829,0.1901451200246811,0.9289940595626831
0.33569595217704773,0.8859259486198425,0.17769724130630493,0.9526627063751221
0.3303745687007904,0.8748148083686829,0.17519377171993256,0.9467455744743347
0.325592964887619,0.8859259486198425,0.17626066505908966,0.9467455744743347
0.32525888085365295,0.880740761756897,0.1708400398492813,0.9437869787216187
0.3119511008262634,0.8866666555404663,0.1715783178806305,0.9437869787216187
